id;Watched date;Name;Year;Genre;Runtime;Female directed;Country;Rewatch?;Like?;Rating;Mean rating;Total likes;Total reviews
57;23/2/24;Step Up;2006;Drama;104;True;USA;False;False;4,5;3;23630;8670
57;23/2/24;Step Up;2006;Music;104;True;USA;False;False;4,5;3;23630;8670
58;25/2/24;Emma.;2020;Romance;124;True;UK;False;False;4,5;3,7;132620;73703
58;25/2/24;Emma.;2020;Comedy;124;True;UK;False;False;4,5;3,7;132620;73703
59;26/2/24;Get a Clue;2002;Comedy;84;True;USA;False;False;3;2,8;4085;2954
59;26/2/24;Get a Clue;2002;Mystery;84;True;USA;False;False;3;2,8;4085;2954
59;26/2/24;Get a Clue;2002;TV Movie;84;True;USA;False;False;3;2,8;4085;2954
59;26/2/24;Get a Clue;2002;Family;84;True;USA;False;False;3;2,8;4085;2954
60;27/2/24;When Evil Lurks;2023;Horror;99;False;Argentina;False;False;3,5;3,6;55437;51283
60;27/2/24;When Evil Lurks;2023;Horror;99;False;USA;False;False;3,5;3,6;55437;51283
60;27/2/24;When Evil Lurks;2023;Thriller;99;False;Argentina;False;False;3,5;3,6;55437;51283
60;27/2/24;When Evil Lurks;2023;Thriller;99;False;USA;False;False;3,5;3,6;55437;51283
61;28/2/24;X;2022;Mystery;105;False;USA;False;False;4,5;3,4;347018;261904
61;28/2/24;X;2022;Thriller;105;False;USA;False;False;4,5;3,4;347018;261904
61;28/2/24;X;2022;Horror;105;False;USA;False;False;4,5;3,4;347018;261904
62;3/3/24;Ferrari;2023;History;130;False;UK;False;False;2;3,2;38195;56375
62;3/3/24;Ferrari;2023;History;130;False;USA;False;False;2;3,2;38195;56375
62;3/3/24;Ferrari;2023;Drama;130;False;UK;False;False;2;3,2;38195;56375
62;3/3/24;Ferrari;2023;Drama;130;False;USA;False;False;2;3,2;38195;56375
63;9/3/24;Knowing;2009;Mystery;121;False;UK;True;False;4;2,6;15242;9833
63;9/3/24;Knowing;2009;Mystery;121;False;USA;True;False;4;2,6;15242;9833
63;9/3/24;Knowing;2009;Mystery;121;False;Australia;True;False;4;2,6;15242;9833
63;9/3/24;Knowing;2009;Science Fiction;121;False;UK;True;False;4;2,6;15242;9833
63;9/3/24;Knowing;2009;Science Fiction;121;False;USA;True;False;4;2,6;15242;9833
63;9/3/24;Knowing;2009;Science Fiction;121;False;Australia;True;False;4;2,6;15242;9833
63;9/3/24;Knowing;2009;Thriller;121;False;UK;True;False;4;2,6;15242;9833
63;9/3/24;Knowing;2009;Thriller;121;False;USA;True;False;4;2,6;15242;9833
63;9/3/24;Knowing;2009;Thriller;121;False;Australia;True;False;4;2,6;15242;9833
63;9/3/24;Knowing;2009;Action;121;False;UK;True;False;4;2,6;15242;9833
63;9/3/24;Knowing;2009;Action;121;False;USA;True;False;4;2,6;15242;9833
63;9/3/24;Knowing;2009;Action;121;False;Australia;True;False;4;2,6;15242;9833
64;10/3/24;Past Lives;2023;Drama;116;True;South Korea;False;False;4,5;4,2;431135;320320
64;10/3/24;Past Lives;2023;Drama;116;True;USA;False;False;4,5;4,2;431135;320320
